0	12331	5988	5988	0.0
1	10049	6170	6170	0.0
2	10386	4286	4267	0.44527772
3	10933	5011	5011	0.0
4	15813	5549	5283	5.035018
5	13219	58623	58258	0.6265234
6	12343	51295	50972	0.63368124
7	13048	59976	59434	0.9119359
8	18989	41079	40978	0.24647371
9	13622	53208	53208	0.0
10	26121	181650	181649	5.505122E-4
11	18724	234341	234179	0.06917785
12	18365	179959	178840	0.6256989
13	19221	157942	157476	0.2959181
14	15677	173020	172995	0.014451285
15	28194	409953	407703	0.5518723
16	34136	335543	332804	0.8230069
17	22979	546105	544838	0.2325462
18	36863	480023	477684	0.48965424
19	27202	407341	406094	0.30707178
20	57192	899125	898925	0.022248797
21	110025	556897	556873	0.00430978
22	80753	539789	539716	0.013525632
23	60200	744563	744287	0.03708247
24	45080	585495	585306	0.0322908
25	9713	8	8	0.0
26	10787	718	718	0.0
27	9621	27	27	0.0
28	9206	480	480	0.0
29	8555	50	50	0.0
30	10940	24611	24202	1.689943
31	11722	25720	25469	0.9855118
32	14450	35024	32964	6.249242
33	17789	23156	22215	4.2358766
34	11934	19539	19114	2.2235012
35	24557	108293	108293	0.0
36	29550	182099	181850	0.13692604
37	27307	90464	90440	0.02653693
38	16307	152537	151701	0.55108404
39	20325	132107	129728	1.8338369
40	70431	463205	462324	0.190559
41	52293	427106	425875	0.28905195
42	45540	321311	320537	0.24146979
43	59352	361280	360193	0.30178267
44	70614	307313	306040	0.4159587
45	93938	830059	829828	0.027837094
46	69665	623433	623356	0.012352492
47	73364	749048	748988	0.008010809
48	63823	656906	656693	0.032435246
49	99931	599385	599269	0.019356916
50	9342	0	0	0.0
51	9569	0	0	0.0
52	8934	0	0	0.0
53	10240	0	0	0.0
54	10273	0	0	0.0
55	11746	9046	9046	0.0
56	14381	11539	11539	0.0
57	14189	16776	16313	2.8382273
58	13858	7979	7965	0.17576899
59	12644	21872	19912	9.84331
60	28194	86798	86793	0.005760833
61	19050	90584	87067	4.0394177
62	36268	98281	96563	1.7791494
63	16632	103579	100788	2.7691789
64	16708	56804	56510	0.5202619
65	64724	244278	243872	0.16648078
66	77220	402212	401023	0.2964917
67	60658	399802	399085	0.17966098
68	72927	311193	309232	0.6341517
69	47329	224458	222684	0.79664457
70	76186	641006	640816	0.029649697
71	89574	611964	611362	0.09846867
72	66656	623483	623429	0.008661772
73	73036	584789	584628	0.027538879
74	78082	575473	575274	0.03459221
75	9029	0	0	0.0
76	8446	0	0	0.0
77	9631	0	0	0.0
78	8019	0	0	0.0
79	9340	0	0	0.0
80	11421	1400	1400	0.0
81	10868	317	317	0.0
82	18636	1146	1146	0.0
83	9034	136	136	0.0
84	9432	284	284	0.0
85	38534	71186	66850	6.486163
86	43205	84333	84229	0.123472914
87	50942	57712	55544	3.9032118
88	22087	56293	54612	3.078078
89	65742	76478	75061	1.887798
90	47536	250677	248699	0.7953389
91	67176	312529	311022	0.48453164
92	49827	327622	326258	0.41807404
93	86216	274882	273993	0.32446083
94	102771	321307	316870	1.4002588
95	79674	496045	495516	0.1067574
96	68248	637061	636903	0.024807544
97	82231	680375	680082	0.04308304
98	59568	622741	622464	0.044500567
99	46076	449921	449545	0.08364013
100	9165	0	0	0.0
101	9150	0	0	0.0
102	9490	0	0	0.0
103	9983	0	0	0.0
104	10017	0	0	0.0
105	10001	0	0	0.0
106	11437	1198	1193	0.4191115
107	9781	0	0	0.0
108	8899	232	232	0.0
109	9715	0	0	0.0
110	90252	161242	159123	1.3316742
111	88799	175640	174367	0.73006934
112	53565	92065	91169	0.98279023
113	74455	170816	168266	1.5154576
114	69830	71608	70190	2.0202308
115	79527	371337	370614	0.19508168
116	48330	325482	324437	0.32209644
117	56873	248249	246237	0.817099
118	96755	294172	293571	0.2047205
119	68587	268299	267316	0.36772957
120	76288	472563	471214	0.28628182
121	84624	570800	570459	0.059776425
122	69565	397735	397029	0.17782076
123	44198	431636	431115	0.12084942
124	69817	561375	560754	0.110743746
36 / 125 
