0	5988	0.0	5988	1418
1	6182	0.19448946	6170	2017
2	4530	6.163581	4267	1340
3	5011	0.0	5011	1572
4	5283	0.0	5283	2325
5	58258	0.0	58258	2494
6	51293	0.6297575	50972	4357
7	59434	0.0	59434	3810
8	41005	0.065889016	40978	3318
9	53360	0.28567132	53208	2369
10	181649	0.0	181649	2702
11	234179	0.0	234179	3105
12	178840	0.0	178840	3551
13	157541	0.04127613	157476	2831
14	173020	0.014451285	172995	2975
15	408242	0.13220409	407703	3249
16	333756	0.28605425	332804	2524
17	545765	0.17014232	544838	2780
18	477720	0.007536363	477684	2615
19	406989	0.22039232	406094	3448
20	898925	0.0	898925	2285
21	556873	0.0	556873	2509
22	539716	0.0	539716	2457
23	744290	4.0307033E-4	744287	2700
24	585306	0.0	585306	2711
25	8	0.0	8	344
26	823	14.623956	718	1807
27	27	0.0	27	344
28	1025	113.541664	480	770
29	50	0.0	50	345
30	24243	0.16940749	24202	2236
31	26045	2.2615728	25469	1662
32	32964	0.0	32964	4965
33	22401	0.8372721	22215	2552
34	19114	0.0	19114	2296
35	108293	0.0	108293	2720
36	183491	0.9023921	181850	3614
37	90644	0.22556391	90440	3976
38	154428	1.797615	151701	2700
39	129870	0.109459795	129728	4356
40	462517	0.041745614	462324	4313
41	426230	0.083357796	425875	3603
42	321113	0.17969844	320537	4404
43	361021	0.22987676	360193	5967
44	307069	0.33623055	306040	3237
45	829880	0.006266359	829828	2998
46	623374	0.0028875954	623356	2794
47	749001	0.0017356754	748988	3302
48	656710	0.0025887287	656693	3279
49	599271	3.3373994E-4	599269	3344
50	0	0.0	0	345
51	0	0.0	0	346
52	0	0.0	0	346
53	0	0.0	0	347
54	0	0.0	0	346
55	9540	5.460977	9046	2214
56	11539	0.0	11539	1391
57	16702	2.3846014	16313	3077
58	7965	0.0	7965	2592
59	20344	2.169546	19912	3444
60	87256	0.53345317	86793	4742
61	87456	0.44678235	87067	4969
62	97533	1.0045255	96563	6163
63	101563	0.76894075	100788	4231
64	56804	0.5202619	56510	3191
65	243920	0.019682456	243872	6253
66	401287	0.06583164	401023	5318
67	399210	0.03132165	399085	5176
68	309288	0.018109381	309232	5347
69	222772	0.039517883	222684	5403
70	640967	0.023563705	640816	4577
71	611465	0.01684763	611362	3661
72	623431	3.2080637E-4	623429	4254
73	584805	0.030275663	584628	3867
74	575318	0.007648529	575274	4193
75	0	0.0	0	346
76	0	0.0	0	346
77	0	0.0	0	345
78	0	0.0	0	348
79	0	0.0	0	345
80	1400	0.0	1400	1249
81	317	0.0	317	700
82	1169	2.006981	1146	1370
83	136	0.0	136	346
84	284	0.0	284	347
85	70911	6.0747943	66850	7827
86	84303	0.08785573	84229	9423
87	56063	0.93439436	55544	5966
88	55709	2.008716	54612	4898
89	75108	0.06261574	75061	7124
90	248838	0.055890854	248699	6963
91	311402	0.122177854	311022	4255
92	326543	0.08735418	326258	6431
93	274071	0.02846788	273993	4714
94	316870	0.0	316870	6337
95	495545	0.005852485	495516	5577
96	636903	0.0	636903	4473
97	680252	0.024996985	680082	4725
98	622491	0.0043376004	622464	4155
99	449557	0.0026693656	449545	5442
100	0	0.0	0	345
101	0	0.0	0	346
102	0	0.0	0	346
103	0	0.0	0	346
104	0	0.0	0	346
105	0	0.0	0	347
106	1198	0.4191115	1193	713
107	0	0.0	0	345
108	232	0.0	232	347
109	0	0.0	0	345
110	159839	0.44996637	159123	11736
111	174571	0.11699461	174367	9507
112	91499	0.36196515	91169	12823
113	168369	0.061212603	168266	12291
114	70321	0.18663627	70190	10617
115	370718	0.02806154	370614	9775
116	324455	0.0055480725	324437	7693
117	246263	0.010558933	246237	8551
118	293607	0.012262791	293571	9651
119	267691	0.1402834	267316	8024
120	471477	0.055813283	471214	6503
121	570590	0.022963963	570459	6228
122	397138	0.027453914	397029	5740
123	431197	0.019020448	431115	6110
124	560754	0.0	560754	7040
46 / 125
