0	6369	6.3627253	5988
1	8560	38.735817	6170
2	4527	6.093274	4267
3	6585	31.410896	5011
4	8435	59.66307	5283
5	61322	5.2593637	58258
6	57257	12.330299	50972
7	68982	16.064878	59434
8	45801	11.769731	40978
9	61258	15.129304	53208
10	182555	0.4987641	181649
11	235820	0.700746	234179
12	180372	0.85663164	178840
13	160518	1.9317229	157476
14	182883	5.715772	172995
15	411061	0.8236388	407703
16	342566	2.933258	332804
17	549534	0.8619076	544838
18	481040	0.7025565	477684
19	416008	2.4413066	406094
20	911588	1.4086826	898925
21	557877	0.18029246	556873
22	551094	2.1081457	539716
23	751130	0.9194034	744287
24	586385	0.18434802	585306
25	8	0.0	8
26	798	11.142061	718
27	27	0.0	27
28	1206	151.25	480
29	50	0.0	50
30	31995	32.199818	24202
31	26050	2.2812047	25469
32	36286	10.077661	32964
33	22237	0.099032186	22215
34	27087	41.71288	19114
35	115217	6.393765	108293
36	185489	2.0010998	181850
37	91639	1.3257408	90440
38	153438	1.1450155	151701
39	133367	2.8051	129728
40	465377	0.6603594	462324
41	432093	1.4600528	425875
42	324765	1.3190365	320537
43	365365	1.4358969	360193
44	309577	1.1557313	306040
45	830203	0.04519009	829828
46	628280	0.7899178	623356
47	755946	0.92898685	748988
48	660627	0.59906226	656693
49	599667	0.066414244	599269
50	0	0.0	0
51	0	0.0	0
52	0	0.0	0
53	0	0.0	0
54	0	0.0	0
55	9973	10.247623	9046
56	14699	27.38539	11539
57	17345	6.326243	16313
58	13672	71.65097	7965
59	21178	6.357975	19912
60	87553	0.87564665	86793
61	104958	20.548544	87067
62	100207	3.7737021	96563
63	107708	6.8658967	100788
64	58414	3.3693151	56510
65	246484	1.0710536	243872
66	405605	1.1425779	401023
67	401983	0.7261611	399085
68	311368	0.6907435	309232
69	230756	3.6248674	222684
70	642142	0.20692368	640816
71	611856	0.08080319	611362
72	630179	1.0827215	623429
73	587908	0.5610405	584628
74	584447	1.5945445	575274
75	0	0.0	0
76	0	0.0	0
77	0	0.0	0
78	0	0.0	0
79	0	0.0	0
80	1812	29.428572	1400
81	317	0.0	317
82	3523	207.4171	1146
83	136	0.0	136
84	284	0.0	284
85	69767	4.3635006	66850
86	106236	26.12758	84229
87	56310	1.3790869	55544
88	64441	17.997875	54612
89	77230	2.8896499	75061
90	264063	6.177749	248699
91	314084	0.9844963	311022
92	331096	1.4828755	326258
93	276264	0.8288533	273993
94	324588	2.4356992	316870
95	497651	0.43086398	495516
96	638242	0.2102361	636903
97	681902	0.26761478	680082
98	622540	0.012209541	622464
99	453572	0.89579463	449545
100	0	0.0	0
101	0	0.0	0
102	0	0.0	0
103	0	0.0	0
104	0	0.0	0
105	0	0.0	0
106	1243	4.191115	1193
107	0	0.0	0
108	232	0.0	232
109	0	0.0	0
110	163574	2.797207	159123
111	181352	4.0059185	174367
112	114765	25.881605	91169
113	179190	6.4921017	168266
114	90210	28.522581	70190
115	374710	1.105193	370614
116	337700	4.0880046	324437
117	249889	1.483124	246237
118	298960	1.8356718	293571
119	271673	1.6299062	267316
120	475392	0.886646	471214
121	570467	0.0014023795	570459
122	397751	0.1818507	397029
123	443176	2.7976294	431115
124	573120	2.205245	560754
optima found : 25 / 125
