0	10213	16419
1	14832	16374
2	13137	16370
3	11012	16355
4	16677	16363
5	109190	16373
6	126025	16373
7	140613	16358
8	102380	16329
9	99251	16356
10	276460	16362
11	333571	16351
12	341466	16348
13	311483	16353
14	299333	16335
15	536857	16331
16	524052	16365
17	705656	16349
18	652286	16350
19	523228	16357
20	1142297	16355
21	706151	16365
22	689692	16357
23	919430	16352
24	740454	16376
25	8	16371
26	1726	16350
27	27	16346
28	1206	16352
29	50	16348
30	66590	16329
31	56162	16362
32	75567	16344
33	48406	16338
34	41430	16341
35	189692	16331
36	283008	16315
37	214930	16340
38	240345	16329
39	227590	16323
40	659261	16342
41	578215	16315
42	433091	16331
43	464266	16315
44	445019	16310
45	1048414	16311
46	763516	16330
47	894135	16334
48	769835	16330
49	734378	16323
50	0	16331
51	0	16300
52	0	16313
53	0	16343
54	0	16293
55	23737	16295
56	22546	16307
57	43371	16332
58	23580	16345
59	38475	16316
60	203244	16306
61	198396	16318
62	182445	16324
63	214234	16313
64	114750	16310
65	365381	16322
66	539766	16327
67	525738	16308
68	468034	16331
69	314305	16305
70	808205	16393
71	758376	16296
72	853320	16312
73	707393	16300
74	739689	16301
75	0	16339
76	0	16321
77	0	16322
78	0	16319
79	0	16322
80	2281	16301
81	1230	16322
82	4364	16313
83	136	16331
84	284	16338
85	136281	16299
86	188227	16309
87	126949	16328
88	146284	16331
89	139829	16316
90	414815	16314
91	440676	16330
92	455739	16337
93	382267	16306
94	475722	16318
95	698478	16321
96	760294	16329
97	890757	16306
98	781583	16349
99	591577	16325
100	0	16328
101	0	16341
102	0	16315
103	0	16316
104	0	16305
105	0	16325
106	2394	16322
107	0	16332
108	232	16325
109	0	16320
110	242291	16301
111	259955	16317
112	215970	16316
113	253482	16311
114	141955	16300
115	490549	16301
116	443087	16311
117	364867	16314
118	425135	16315
119	380360	16316
120	594741	16319
121	760216	16295
122	548885	16321
123	613215	16314
124	737495	16305
