0	183325
1	235195
2	179996
3	158528
4	174070
5	410950
6	334245
7	478633
8	409490
9	109430
10	182482
11	153129
12	129944
13	464987
14	427042
15	324054
16	363672
17	309427
18	100538
19	100849
20	246923
21	408530
22	401501
23	310534
24	223362
25	250106
26	313868
27	329922
28	276432
29	326072
30	496739
31	451330
32	161481
33	178404
34	171882
35	374341
36	330702
37	254241
38	295244
39	270390
40	472585
41	400165
42	434273
