0	5988	1247
1	6170	2436
2	4272	1812
3	5202	1782
4	5539	1598
5	58258	4707
6	51293	3567
7	59476	4064
8	41005	4072
9	54003	4062
10	183325	7402
11	235195	9348
12	179996	7040
13	158528	7938
14	174070	5826
15	410950	12773
16	334245	16274
17	545189	15013
18	478633	13201
19	409490	15660
20	899384	13283
21	557663	9609
22	539880	12352
23	744297	9752
24	585415	11990
25	8	190
26	823	554
27	27	180
28	480	529
29	50	179
30	24202	2882
31	25475	3021
32	32964	3454
33	24145	2677
34	19539	2139
35	109430	5972
36	182482	6755
37	90998	6134
38	153129	4789
39	129944	9505
40	464987	17470
41	427042	15080
42	324054	10479
43	363672	12493
44	309427	10706
45	830371	13812
46	623784	15140
47	750292	19166
48	656696	22838
49	599510	13734
50	0	292
51	0	181
52	0	191
53	0	187
54	0	187
55	9046	1962
56	12127	2083
57	18611	2178
58	7965	2005
59	20344	2100
60	89785	6565
61	91288	7630
62	100538	5328
63	100849	7894
64	56510	10019
65	246923	20100
66	408530	12833
67	401501	14170
68	310534	8935
69	223362	8163
70	641768	10957
71	612969	14618
72	623587	10025
73	585430	13965
74	575904	13568
75	0	181
76	0	171
77	0	172
78	0	177
79	0	174
80	1400	706
81	317	346
82	1207	709
83	136	172
84	284	173
85	74046	3868
86	85531	5632
87	57151	5828
88	57745	4094
89	81185	4460
90	250106	10407
91	313868	9459
92	329922	12147
93	276432	12098
94	326072	9224
95	496739	15780
96	637208	14909
97	680582	9953
98	623434	12787
99	451330	17448
100	0	211
101	0	183
102	0	186
103	0	195
104	0	209
105	0	189
106	1198	546
107	0	174
108	232	174
109	0	176
110	161481	10803
111	178404	10090
112	95277	6756
113	171882	9725
114	71077	7322
115	374341	12240
116	330702	9584
117	254241	10435
118	295244	10828
119	270390	11162
120	472585	14384
121	570914	14750
122	400165	10609
123	434273	16574
124	571886	17505
