0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.6230904
6	0.6297575
7	1.0431739
8	0.22207038
9	2.0936701
10	1.6796129
11	0.57263887
12	1.2916573
13	0.88521427
14	0.5578196
15	1.0299164
16	1.7622986
17	0.5425466
18	0.4094757
19	1.4351357
20	0.52540535
21	0.19214435
22	0.15304345
23	0.03211127
24	0.61762565
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
31	0.015705368
32	3.5311248
33	3.4076076
34	2.2235012
35	0.91880363
36	0.3475392
37	0.5937638
38	0.42649686
39	7.7855206
40	3.139573
41	2.4302905
42	3.8223357
43	1.6785445
44	3.949157
45	0.32283798
46	0.36768717
47	0.17597078
48	0.25171578
49	0.1762147
50	0.0
51	0.0
52	0.0
53	0.0
54	0.0
55	0.0
56	5.3384175
57	7.539999
58	0.0
59	9.84331
60	2.405724
61	7.8525734
62	4.2490396
63	4.791245
64	15.979473
65	4.6356287
66	1.3221186
67	2.7517948
68	3.3825736
69	4.472706
70	0.48641106
71	0.34382248
72	0.10714933
73	0.85627097
74	0.16722466
75	0.0
76	0.0
77	0.0
78	0.0
79	0.0
80	0.0
81	0.0
82	205.58464
83	0.0
84	0.0
85	10.921466
86	9.965689
87	8.161098
88	10.669816
89	11.518632
90	2.0321755
91	1.9911774
92	1.8984975
93	5.9384727
94	4.185628
95	0.283341
96	0.37462533
97	0.7875521
98	0.2332665
99	0.359697
100	0.0
101	0.0
102	0.0
103	0.0
104	0.0
105	0.0
106	0.4191115
107	0.0
108	0.0
109	0.0
110	5.2160907
111	5.1575127
112	9.165396
113	11.811061
114	15.298475
115	1.6499647
116	2.9148955
117	4.476988
118	2.4106605
119	4.464005
120	1.1065036
121	1.811699
122	0.647056
123	0.7803022
124	0.9679824
