0	549534
1	911588
2	557877
3	551094
4	751130
5	586385
6	830203
7	628280
8	755946
9	660627
10	599667
11	642142
12	611856
13	630179
14	587908
15	584447
16	638242
17	681902
18	622540
19	570467
20	573120
